customer_id,recency,frequency,monetary_value,age,income,region,avg_transaction_value,transaction_frequency_per_month,Entertainment_spending,Gas Station_spending,Grocery_spending,Healthcare_spending,Online_spending,Restaurant_spending,Retail_spending,Entertainment_pct,Gas Station_pct,Grocery_pct,Healthcare_pct,Online_pct,Restaurant_pct,Retail_pct,cluster,segment
11,7,46,3204.52,18,20000,Rural,69.66347826086957,1.9166666666666667,528.28,319.12,949.5,79.08,578.71,333.38,416.45,16.485464281702093,9.958433712381263,29.63002259308726,2.467764282950333,18.05917890978992,10.403430154906195,12.99570606518293,4,New_Customers
12,4,54,3696.11,26,28160,Urban_High_Income,68.44648148148148,2.25,293.86,415.48,989.28,92.02,625.44,829.56,450.47,7.950520953110162,11.241007437549207,26.765437175841626,2.4896445181555746,16.921574303795072,22.444137214530954,12.187678397017407,4,New_Customers
13,0,42,4885.85,43,80079,Suburban,116.32976190476191,1.75,248.7,464.53000000000003,992.55,346.63,889.6800000000001,1029.8400000000001,913.92,5.090209482485135,9.507659874944995,20.314786577565826,7.09456901050994,18.20931874699387,21.07801099092277,18.705445316577464,1,New_Customers
14,12,52,4574.0,31,46417,Rural,87.96153846153847,2.1666666666666665,553.11,748.24,723.96,90.81,448.58000000000004,800.88,1208.42,12.09247923043288,16.358548316571927,15.827721906427636,1.985351989505903,9.807170966331439,17.5094009619589,26.419326628771316,3,New_Customers
15,1,46,5029.8,55,91437,Urban_Mid_Income,109.34347826086957,1.9166666666666667,173.67,301.73,1913.33,59.18,1136.24,696.91,748.74,3.4528211857330313,5.9988468726390725,38.03988230148316,1.1765875382718995,22.590162630720904,13.855620501809218,14.88607896934272,0,Potential_Loyalists
16,12,32,3037.9900000000002,19,58159,Urban_Mid_Income,94.93718750000001,1.3333333333333333,493.12,349.31,617.72,0.0,743.85,364.4,469.59000000000003,16.231784831418143,11.498062863933061,20.333180820213364,0.0,24.484939055098927,11.994772859686831,15.45725956964967,4,New_Customers
17,12,52,6824.92,56,118977,Suburban,131.24846153846153,2.1666666666666665,828.2,584.6,1963.8999999999999,320.52,1304.53,1251.57,571.6,12.134940775862574,8.565668169004178,28.775428869495904,4.696318784689051,19.11421672341947,18.33823693171495,8.37518974581387,2,VIP_Champions
18,7,58,6422.35,47,65697,Suburban,110.73017241379311,2.4166666666666665,661.11,418.34999999999997,1679.33,291.64,1089.65,635.86,1646.41,10.2938955366805,6.513970742796641,26.148216774233727,4.541016917483476,16.96653094272346,9.900737269068177,25.635631817014026,2,VIP_Champions
19,22,53,4921.51,32,60247,Urban_Mid_Income,92.85867924528303,2.2083333333333335,555.88,451.46,1324.63,428.71000000000004,411.62,1079.33,669.88,11.294907457264133,9.173200907851452,26.91511345095306,8.710944405273992,8.363693256744373,21.930870809974984,13.611269711938,3,New_Customers
20,43,32,3322.23,20,74698,Urban_High_Income,103.8196875,1.3333333333333333,541.03,297.86,766.81,0.0,545.38,665.94,505.21000000000004,16.285145820728847,8.965664628878796,23.08118342197861,0.0,16.416081969038867,20.044969794385096,15.206954364989784,1,New_Customers
21,51,47,5343.09,64,80733,Urban_Mid_Income,113.68276595744682,1.9583333333333333,56.28,334.86,2170.24,0.0,733.65,1176.75,871.31,1.0533230770958377,6.267160014149116,40.61769500420168,0.0,13.730818683570742,22.023772760705885,16.30723046027673,0,Potential_Loyalists
22,8,44,4837.59,52,89986,Suburban,109.94522727272728,1.8333333333333333,367.63,481.76,1035.13,0.0,1013.25,838.74,1101.08,7.599445178280921,9.95867777136963,21.39763808011841,0.0,20.9453467532387,17.337972006722353,22.76092021026999,1,New_Customers
23,15,48,5479.52,45,81089,Suburban,114.15666666666668,2.0,125.26,233.56,2138.42,0.0,1091.44,1196.75,694.09,2.28596665401349,4.262417146027389,39.02568108155459,0.0,19.91853301019067,21.84041667883318,12.666985429380675,0,Potential_Loyalists
24,3,56,5960.91,37,45277,Urban_Mid_Income,106.44482142857143,2.3333333333333335,1314.1599999999999,332.64,1557.52,527.76,825.73,800.97,602.13,22.046298300091763,5.5803560194668265,26.12889642688784,8.853681736513384,13.852415151377894,13.437042330785065,10.101310034877226,3,New_Customers
25,11,50,5386.53,61,81099,Urban_Mid_Income,107.7306,2.0833333333333335,127.82,290.3,2250.54,0.0,779.51,871.22,1067.14,2.3729562445581847,5.389369408506032,41.78088676754793,0.0,14.47146864493468,16.174048970301843,19.811269964151318,0,Potential_Loyalists
26,20,30,3923.46,22,91856,Urban_Mid_Income,130.782,1.25,1185.03,146.18,677.92,81.22,323.37,1301.42,208.32,30.203697756572005,3.7257930500119794,17.27862651843016,2.0701115851824667,8.241959902738909,33.170212006749146,5.309599180315334,1,New_Customers
27,6,57,5788.8,39,68905,Urban_Mid_Income,101.55789473684212,2.375,874.27,399.83000000000004,1603.4,642.73,650.79,1410.18,207.60000000000002,15.102784687672743,6.906958264234383,27.698313985627415,11.102991984521832,11.242226368159201,24.360489220563846,3.5862354892205635,3,New_Customers
28,0,65,7291.4800000000005,41,70028,Suburban,112.17661538461539,2.7083333333333335,614.0699999999999,572.38,2353.9,410.91,1017.72,1309.82,1012.6800000000001,8.421747025295275,7.849983816728566,32.28288358467692,5.63548141118127,13.957660173243294,17.963705585148695,13.888538403725995,2,VIP_Champions
29,13,56,6000.39,35,61333,Suburban,107.14982142857143,2.3333333333333335,637.52,289.92,2790.52,0.0,815.98,577.35,889.0999999999999,10.62464273155578,4.831685940413872,46.505643799819666,0.0,13.598782745788188,9.621874578152418,14.81737020427005,3,New_Customers
30,24,46,4374.64,41,45044,Urban_Mid_Income,95.1008695652174,1.9166666666666667,977.73,336.03,1049.83,349.45,476.90000000000003,597.22,587.48,22.349953367591393,7.681317777005652,23.99808898560796,7.988085876780719,10.90146846369073,13.651866210705341,13.429219318618221,1,New_Customers
31,6,44,4612.4400000000005,38,54536,Suburban,104.82818181818183,1.8333333333333333,0.0,261.41,1456.02,379.56,607.84,1474.69,432.92,0.0,5.667499197821543,31.567239899055593,8.229050133985481,13.178274405737525,31.972014812116793,9.385921551283051,1,New_Customers
32,7,54,6896.06,63,111059,Urban_Mid_Income,127.70481481481482,2.25,962.6600000000001,423.17,1700.28,224.32,861.54,1692.29,1031.8000000000002,13.959565317007103,6.136402525500069,24.655817959820535,3.252871929768592,12.49322076664066,24.53995469877002,14.962166802493018,2,VIP_Champions
33,16,42,3264.15,27,28517,Rural,77.71785714285714,1.75,226.06,200.09,730.21,94.06,435.89,716.38,861.46,6.925539573855367,6.129926627146424,22.370601841214405,2.8816077692508006,13.353859350826403,21.94690807714106,26.39155676056554,4,New_Customers
34,20,50,5301.1,52,61049,Urban_Mid_Income,106.022,2.0833333333333335,325.45,292.72,1913.2,100.13,983.31,745.58,940.71,6.139291845088755,5.521872818848919,36.09062270094886,1.8888532568712153,18.54916904038784,14.064628096055534,17.745562241798872,0,Potential_Loyalists
35,1,51,5246.83,50,63989,Suburban,102.87901960784313,2.125,603.02,224.44,1106.5,0.0,1202.16,1074.42,1036.29,11.493034841990307,4.277630493078679,21.088924169450888,0.0,22.912120270715842,20.47750737111742,19.750782853646868,3,New_Customers
36,6,58,6312.74,59,71710,Rural,108.84034482758621,2.4166666666666665,237.42,773.9499999999999,1494.69,426.99,762.0,1198.77,1418.92,3.7609659197115675,12.260127931769722,23.677357217309762,6.763940856110026,12.07082819821504,18.989693857184044,22.477086019699847,2,VIP_Champions
37,49,45,4933.6,54,42191,Rural,109.63555555555557,1.875,1099.66,139.67,1485.2,0.0,507.91999999999996,662.19,1038.96,22.28920058375223,2.8309956218582775,30.103778174152744,0.0,10.295119182746877,13.422044754337604,21.058861683152262,1,New_Customers
38,18,58,6792.73,57,83922,Urban_Mid_Income,117.11603448275861,2.4166666666666665,492.47,605.49,1475.47,190.64,883.61,1223.37,1921.6799999999998,7.249956939257118,8.913794600992532,21.721310872064695,2.8065299224317766,13.008171972093695,18.009990092348733,28.290245600811453,2,VIP_Champions
39,3,58,6597.45,49,78412,Urban_Mid_Income,113.74913793103448,2.4166666666666665,711.0999999999999,369.79,2029.21,240.66,768.14,1601.97,876.58,10.778406808691237,5.605044373204799,30.7574896361473,3.647773003205784,11.64298327384065,24.281654275515542,13.28664862939469,2,VIP_Champions
40,6,55,5504.5,51,68268,Rural,100.08181818181818,2.2916666666666665,698.86,747.65,993.23,152.98,679.38,1272.28,960.12,12.696157689163412,13.582523389953675,18.043964029430466,2.779180670360614,12.342265419202471,23.113452629666636,17.442456172222727,3,New_Customers
41,1,45,4831.36,44,60717,Urban_High_Income,107.36355555555555,1.875,601.89,334.16,1583.36,202.35,431.42,1129.53,548.65,12.457982845409989,6.9164790038415696,32.772552655980924,4.188261690290105,8.929576765134456,23.37913134189959,11.356015697443372,1,New_Customers
42,2,55,4890.61,22,30935,Rural,88.92018181818182,2.2916666666666665,200.59,385.46000000000004,1203.8,0.0,871.6899999999999,774.05,1455.02,4.101533346555951,7.881634397345117,24.61451638957103,0.0,17.823747957821208,15.827268990984761,29.75129891772192,3,New_Customers
43,19,53,5645.51,54,79826,Rural,106.51905660377359,2.2083333333333335,309.68,406.2,1287.93,0.0,1210.0900000000001,1107.17,1324.44,5.485421157698773,7.195098405635629,22.813350786731405,0.0,21.434555956857754,19.611514283032,23.460059410044444,0,Potential_Loyalists
44,6,49,4904.23,55,75444,Urban_Mid_Income,100.08632653061224,2.0416666666666665,693.38,374.5,1027.17,146.3,1308.67,524.05,830.16,14.138407048609055,7.63626502019685,20.94457233857303,2.983139045273162,26.68451520422166,10.68567338807519,16.927427955051044,0,Potential_Loyalists
45,1,46,5303.83,62,106751,Urban_Mid_Income,115.30065217391304,1.9166666666666667,88.99,818.71,2050.72,256.38,796.32,394.32,898.39,1.677844123963249,15.436203649061147,38.66488933468832,4.833865338821191,15.01405588037324,7.434627429612184,16.93851424348065,0,Potential_Loyalists
46,6,56,5753.33,41,74022,Suburban,102.73803571428572,2.3333333333333335,1067.07,621.54,795.48,237.83,1011.39,673.6800000000001,1346.34,18.546997999419464,10.80313488014767,13.826427477652073,4.133779915283845,17.579210648441858,11.709392647388556,23.40105643166653,3,New_Customers
47,12,52,5855.32,49,71506,Urban_Mid_Income,112.60230769230769,2.1666666666666665,669.75,488.34000000000003,1146.3,246.27,920.02,960.35,1424.29,11.438315924663382,8.340107799402936,19.577068375426105,4.2059187200699535,15.712548588292355,16.401323924226173,24.324716667919084,0,Potential_Loyalists
48,23,53,6365.4,57,76506,Urban_Mid_Income,120.10188679245282,2.2083333333333335,538.89,431.57,2609.28,0.0,752.4,1045.53,987.73,8.465925157884815,6.779935275080906,40.991610896408716,0.0,11.82015270053728,16.425205014610235,15.517170955478054,0,Potential_Loyalists
49,9,48,5228.23,58,77455,Urban_Mid_Income,108.92145833333332,2.0,1089.71,300.49,1016.0,288.7,1189.25,488.96000000000004,855.12,20.842809134257674,5.747451814476411,19.432962972172227,5.521945285498152,22.746703951432895,9.352304699678477,16.35582214248417,0,Potential_Loyalists
50,0,49,4593.95,42,59820,Urban_High_Income,93.75408163265305,2.0416666666666665,634.1,269.17,1287.26,0.0,861.71,1019.3,522.41,13.802936470793108,5.859227897560923,28.020766442821536,0.0,18.75749627227114,22.187877534583528,11.371695381969763,3,New_Customers
51,49,64,7181.5,27,78413,Suburban,112.2109375,2.6666666666666665,1089.84,630.51,1855.89,465.14,1066.33,1401.49,672.3,15.175659681125115,8.779642136044002,25.84265125670125,6.476919863538258,14.848290747058416,19.51528232263455,9.36155399289842,2,VIP_Champions
52,1,58,8322.65,49,99613,Rural,143.49396551724138,2.4166666666666665,1200.67,358.74,1685.18,163.52,1587.26,616.0,2711.2799999999997,14.426534817636211,4.310405940415613,20.248118087388033,1.9647588208082762,19.071569752422608,7.401488708524329,32.57712387280493,2,VIP_Champions
53,7,40,4328.47,33,68242,Urban_High_Income,108.21175000000001,1.6666666666666667,762.86,353.7,1158.02,49.14,468.27,852.35,684.13,17.624241360111082,8.17147860560429,26.753564192428275,1.1352741268854816,10.818372311694434,19.691715548450148,15.805353854826304,1,New_Customers
54,7,66,6671.85,44,53500,Urban_Mid_Income,101.08863636363637,2.75,572.93,254.56,1592.85,0.0,1304.08,1212.02,1735.4099999999999,8.587273394935437,3.8154335004533975,23.874187818970746,0.0,19.546002982680964,18.166175798316807,26.010926504642633,2,VIP_Champions
55,0,47,4107.47,35,67917,Urban_Mid_Income,87.39297872340425,1.9583333333333333,122.86,455.93,1037.66,152.86,760.58,962.38,615.2,2.9911356625854846,11.100020207086112,25.262752984197085,3.7215122691096956,18.516994646339473,23.429994619558997,14.977589611123149,4,New_Customers
56,3,41,4751.75,56,78998,Suburban,115.89634146341463,1.7083333333333333,727.83,233.19,1682.8899999999999,157.16,957.25,870.2,123.23,15.3170937023202,4.907455148103331,35.41621507865524,3.307413058346925,20.145209659599097,18.313253012048197,2.593360340927027,1,New_Customers
57,4,56,7706.06,77,146984,Suburban,137.6082142857143,2.3333333333333335,202.45,434.93,2483.5,450.4,1284.98,1436.58,1413.22,2.6271531755527464,5.643999657412477,32.22788299078906,5.844750754600924,16.67492856271558,18.64221145436189,18.339073404567312,2,VIP_Champions
58,3,67,5442.87,18,30237,Rural,81.2368656716418,2.7916666666666665,1543.46,460.71999999999997,767.49,205.10000000000002,876.22,739.35,850.53,28.357465822259215,8.464651920769741,14.100832832678348,3.7682325684794975,16.09849215579281,13.583826179938157,15.626498520082235,3,New_Customers
59,20,46,4699.08,31,47202,Suburban,102.15391304347825,1.9166666666666667,637.68,424.87,970.97,0.0,783.47,935.39,946.7,13.570315891621338,9.041557070745764,20.66298083880249,0.0,16.672838087455418,19.90581135030687,20.146496761068125,1,New_Customers
60,13,53,5623.26,23,43173,Suburban,106.09924528301887,2.2083333333333335,873.88,267.52,1495.72,0.0,739.6700000000001,729.7,1516.77,15.540451624146847,4.757382728168357,26.59880567499991,0.0,13.153757784630269,12.976458495605753,26.973143692448865,3,New_Customers
61,4,48,5109.73,56,110612,Suburban,106.45270833333332,2.0,370.19,624.83,1565.19,162.97,575.74,879.74,931.0699999999999,7.244805498529278,12.228239065469214,30.631559788873385,3.1894053110438323,11.267522941525288,17.21695666894337,18.221510725615637,0,Potential_Loyalists
62,11,44,5098.21,30,91248,Suburban,115.8684090909091,1.8333333333333333,1053.8899999999999,194.3,834.4000000000001,0.0,360.65,1725.78,929.19,20.671765188173882,3.8111415575270526,16.366528644367335,0.0,7.074051480813852,33.85070446293895,18.22580866617891,1,New_Customers
63,1,47,5322.24,31,53818,Suburban,113.23914893617021,1.9583333333333333,867.81,228.6,1438.21,0.0,872.46,975.0,940.16,16.305352633477632,4.295183982683983,27.022644600769603,0.0,16.392721861471863,18.319354256854258,17.664742664742665,3,New_Customers
64,3,43,4586.7,38,66815,Rural,106.66744186046512,1.7916666666666667,874.63,340.02,893.15,0.0,738.66,894.95,845.29,19.0688294416465,7.413172869383216,19.472605576994354,0.0,16.104388776244356,19.5118494778381,18.429153857893475,1,New_Customers
65,11,44,3309.31,34,20000,Rural,75.2115909090909,1.8333333333333333,678.95,302.27,1063.6399999999999,0.0,291.75,653.88,318.82,20.516361416730376,9.133928220686487,32.14083902686662,0.0,8.816037179955941,19.758801683734674,9.63403247202589,4,New_Customers
66,13,42,4348.62,37,49602,Rural,103.53857142857143,1.75,821.79,388.86,866.21,131.36,387.90999999999997,631.4200000000001,1121.07,18.89771927646012,8.942147163927867,19.919192755402864,3.020728414991423,8.920301153009461,14.520008646421164,25.779902589787103,1,New_Customers
67,8,51,5838.53,48,94464,Suburban,114.48098039215685,2.125,266.14,447.5,1738.5,221.82,1425.99,211.03,1527.55,4.5583391709899574,7.66460050731948,29.776330685977463,3.7992439877845965,24.42378475403912,3.6144371956639776,26.163263698225407,0,Potential_Loyalists
68,24,39,4027.8900000000003,43,65120,Suburban,103.27923076923078,1.625,398.3,279.48,1326.77,309.87,239.91000000000003,694.4300000000001,779.13,9.888552070687133,6.938620468781422,32.93957878690828,7.693109791975451,5.956220254277053,17.240540332531427,19.34337829483923,1,New_Customers
69,62,43,3780.54,26,55857,Suburban,87.91953488372093,1.7916666666666667,570.53,425.87,1131.53,178.91,564.29,626.09,283.32,15.091230353335765,11.26479286027922,29.930380316039507,4.732392726964931,14.926174567654355,16.560861675845253,7.494167499880969,1,New_Customers
70,16,55,5947.47,48,51169,Rural,108.13581818181818,2.2916666666666665,530.9,436.40999999999997,2149.92,426.79,717.44,776.72,909.29,8.926484706942615,7.337741930602423,36.14847994189126,7.175992480836389,12.062944411657394,13.059670750756203,15.288685777313713,3,New_Customers
71,29,37,3315.93,33,34995,Urban_Mid_Income,89.61972972972973,1.5416666666666667,103.1,388.23,907.68,152.15,373.93,501.77,889.0699999999999,3.1092333070963494,11.708027612163104,27.373316083270755,4.588456330501548,11.276776047745276,15.132104718736523,26.812085900486437,4,New_Customers
72,2,67,7606.85,24,71740,Urban_Mid_Income,113.53507462686568,2.7916666666666665,899.91,824.08,2617.66,128.79,1024.93,1090.67,1020.81,11.83025825407363,10.833393586044156,34.4118787671638,1.6930792640843448,13.47377692474546,14.337997988654964,13.419615215233637,2,VIP_Champions
73,16,50,6389.27,71,96434,Urban_Mid_Income,127.78540000000001,2.0833333333333335,1003.12,157.25,1610.46,322.7,1047.63,1085.75,1162.36,15.700072152217704,2.461157534428816,25.205696425413233,5.050655239174429,16.39670885719339,16.993334136763668,18.192375654808764,0,Potential_Loyalists
74,0,51,5711.04,54,64509,Rural,111.98117647058824,2.125,653.3199999999999,353.58000000000004,884.68,297.72,999.4000000000001,1072.8,1449.54,11.439597691488764,6.191166582618928,15.490698716871181,5.213061018658598,17.49943968173923,18.784669692385275,25.381366616238022,0,Potential_Loyalists
75,22,57,6878.62,70,134851,Suburban,120.67754385964912,2.375,1035.84,665.79,1355.65,152.52,1684.58,818.52,1165.72,15.058834475519797,9.679121684291324,19.708168208158032,2.2173052152902764,24.490086674362008,11.89947983752555,16.94700390485301,2,VIP_Champions
76,4,38,3990.05,31,73030,Urban_Mid_Income,105.0013157894737,1.5833333333333333,685.79,277.90000000000003,594.49,168.59,499.08000000000004,618.88,1145.32,17.187503915991027,6.964825002192955,14.899312038696255,4.2252603350835205,12.508113933409357,15.510582574153206,28.704402200473677,1,New_Customers
77,15,42,4456.62,59,97936,Urban_Mid_Income,106.11,1.75,341.45000000000005,362.38,1248.07,0.0,898.61,817.25,788.86,7.66163594831958,8.13127437385283,28.004855697815835,0.0,20.163487127015543,18.337888354851884,17.700858498144335,1,New_Customers
78,4,53,4796.8,18,40622,Suburban,90.5056603773585,2.2083333333333335,847.89,262.78000000000003,1169.47,0.0,800.8,1329.56,386.3,17.676159106070713,5.478235490326885,24.380211807871916,0.0,16.694462975316878,27.717645096731154,8.053285523682455,3,New_Customers
79,3,54,5307.95,37,50311,Urban_Mid_Income,98.29537037037036,2.25,965.1600000000001,338.92,1159.09,0.0,667.62,1381.94,795.22,18.183291101084226,6.38513927222374,21.836867340498685,0.0,12.577737167833156,26.035286692602604,14.981678425757591,3,New_Customers
80,10,52,5216.15,29,55184,Suburban,100.31057692307692,2.1666666666666665,463.44,203.97,1709.0,0.0,1602.26,886.52,350.96,8.884713821496696,3.910355338707667,32.763628346577455,0.0,30.717291488933405,16.995676888126297,6.728334116158469,3,New_Customers
81,15,44,5641.76,59,97071,Urban_Mid_Income,128.22181818181818,1.8333333333333333,759.5699999999999,240.28000000000003,1357.8700000000001,231.78,929.79,590.1,1532.37,13.46335186183035,4.258954652448881,24.06819857633079,4.108292447746802,16.480495448228922,10.45950199937608,27.16120501403817,0,Potential_Loyalists
82,9,42,5110.13,46,124596,Urban_High_Income,121.66976190476191,1.75,890.1800000000001,306.24,1106.6,0.0,547.17,961.3199999999999,1298.6200000000001,17.419909082547804,5.992802531442449,21.655026388761144,0.0,10.70755538508805,18.812045877502136,25.412660734658417,0,Potential_Loyalists
83,0,41,4674.3,43,73910,Suburban,114.00731707317074,1.7083333333333333,675.22,313.26,1554.15,451.86,532.85,427.78,719.18,14.445371499475856,6.70175213400937,33.24882870162377,9.666901996020796,11.399567849731511,9.151744646257193,15.3858331728815,1,New_Customers
84,10,57,6276.34,34,66498,Suburban,110.11122807017544,2.375,522.06,391.43,1992.57,270.97,822.76,839.6899999999999,1436.86,8.317905021079163,6.236596487761977,31.747324077408173,4.317325065245033,13.1089137937078,13.378656987989817,22.893278566808046,2,VIP_Champions
85,27,44,5331.900000000001,46,72647,Suburban,121.17954545454546,1.8333333333333333,663.23,339.19,1500.33,315.36,1254.22,557.1,702.47,12.438905455841256,6.361522159080252,28.13874978900579,5.914589545940471,23.522946791950336,10.44843301637315,13.174853241808734,0,Potential_Loyalists
86,53,53,4499.38,18,35672,Suburban,84.89396226415094,2.2083333333333335,997.89,446.16999999999996,1265.1,0.0,971.03,480.16,339.03,22.178389022487547,9.91625512848437,28.117207259666895,0.0,21.581417884241834,10.671692544306106,7.535038160813268,4,New_Customers
87,6,47,5089.88,41,34941,Rural,108.29531914893617,1.9583333333333333,452.38,121.33,1320.93,589.85,694.44,648.71,1262.24,8.88783232610592,2.383749715120985,25.95208531438855,11.58868185497497,13.643543659182535,12.745094186896353,24.799012943330688,1,New_Customers
88,25,39,4800.72,54,99965,Suburban,123.09538461538462,1.625,639.56,340.49,1337.77,407.2,600.16,1178.75,296.78999999999996,13.322168341415455,7.092477794997418,27.86602842906898,8.482061024179707,12.501458114616144,24.553608625372863,6.1821976703494474,1,New_Customers
89,18,45,3457.83,33,35525,Suburban,76.84066666666666,1.875,133.73,627.39,1183.17,0.0,715.91,626.03,171.60000000000002,3.867454443972087,18.144038313046046,34.21712461283523,0.0,20.70402535694352,18.104707287518472,4.962649985684664,4,New_Customers
90,30,43,4701.7,45,50040,Rural,109.34186046511627,1.7916666666666667,1199.15,237.88,870.8199999999999,35.39,477.25,401.39,1479.82,25.504604717442632,5.059446583150776,18.52138588170236,0.7527064678733225,10.150583831380139,8.53712486972797,31.4741476487228,1,New_Customers
91,13,50,4688.4,31,40759,Suburban,93.76799999999999,2.0833333333333335,385.88,707.2,882.4,144.68,654.99,1026.39,886.86,8.230526405596793,15.084037198191282,18.82091971674772,3.085914171145807,13.970437675966215,21.892116713590994,18.9160481187612,3,New_Customers
92,9,50,5733.67,40,86376,Suburban,114.6734,2.0833333333333335,1233.33,234.54000000000002,1524.21,0.0,648.81,1485.95,606.83,21.510306662225066,4.090573751192517,26.583497131854468,0.0,11.315789014714833,25.916210734137124,10.583622705875992,0,Potential_Loyalists
93,11,48,4710.95,23,71170,Urban_Mid_Income,98.14479166666666,2.0,259.93,677.43,977.97,0.0,871.41,1058.19,866.02,5.517570765981384,14.379902142879885,20.759507105785456,0.0,18.497542958426642,22.462348358611322,18.383128668315308,3,New_Customers
94,3,57,7679.44,47,129176,Urban_High_Income,134.72701754385963,2.375,921.77,449.8,2279.29,660.7,819.43,1411.33,1137.12,12.003088766889253,5.857197920681717,29.68041940558166,8.60349192128593,10.67043951121436,18.378032773223048,14.80732970112404,2,VIP_Champions
95,1,54,4836.64,32,51902,Suburban,89.56740740740742,2.25,701.96,252.91,579.23,0.0,1173.3600000000001,1606.97,522.21,14.513381190247776,5.229043302788713,11.975875814615105,0.0,24.259816732276953,33.22492474114261,10.796958218928843,3,New_Customers
96,3,45,4989.65,53,73823,Rural,110.8811111111111,1.875,780.77,382.21,1429.67,202.35,819.0999999999999,807.97,567.58,15.647790927219345,7.660056316575312,28.65271111200185,4.055394666960608,16.415981080837334,16.192919343040092,11.375146553365468,1,New_Customers
97,10,38,3335.9,37,44167,Suburban,87.78684210526316,1.5833333333333333,287.74,321.11,1259.13,158.79,760.27,355.01,193.85,8.625558320093528,9.625888066189034,37.74483647591355,4.760034773224617,22.79055127551785,10.642105578704397,5.811025510357025,4,New_Customers
98,12,41,3845.12,46,37577,Rural,93.78341463414634,1.7083333333333333,430.78,139.55,1146.16,380.53999999999996,541.37,777.9399999999999,428.78000000000003,11.203291444740346,3.6292755492676436,29.808172436751,9.896700233022635,14.079404543941413,20.231878328894805,11.151277463382158,4,New_Customers
99,19,44,3102.13,18,20000,Rural,70.50295454545454,1.8333333333333333,232.35,415.04999999999995,789.22,149.33,542.23,680.62,293.33,7.490014925228795,13.379516654685652,25.441229090979427,4.813789235138438,17.479280365426337,21.940408686934465,9.455761041606896,4,New_Customers
100,39,43,5824.63,66,104353,Suburban,135.456511627907,1.7916666666666667,300.61,34.83,1334.65,688.26,1405.15,1157.52,903.61,5.161014519377197,0.5979778973084986,22.91390182724053,11.816372885488006,24.124279138760745,19.872850292636613,15.513603439188412,0,Potential_Loyalists
101,34,33,2674.15,37,24254,Rural,81.03484848484848,1.375,184.35,110.57,602.22,0.0,597.5699999999999,722.22,457.21999999999997,6.893779331750276,4.134771796645663,22.52005310098536,0.0,22.346166071461955,27.007460314492455,17.097769384664286,4,New_Customers
