customer_id,segment,monetary_value,frequency,recency,avg_transaction_value,age,income,region,customer_lifetime_value,purchase_frequency_category,value_tier
48,Potential_Loyalists,6365.4,53,23,120.10188679245282,57,76506,Urban_Mid_Income,6365.4,Medium,Gold
49,Potential_Loyalists,5228.23,48,9,108.92145833333332,58,77455,Urban_Mid_Income,5228.23,Med-Low,Silver
50,New_Customers,4593.95,49,0,93.75408163265304,42,59820,Urban_High_Income,4593.95,Med-Low,Silver
51,VIP_Champions,7181.5,64,49,112.2109375,27,78413,Suburban,7181.5,Med-High,Gold
52,VIP_Champions,8322.65,58,1,143.49396551724138,49,99613,Rural,8322.65,Medium,Platinum
53,New_Customers,4328.47,40,7,108.21175,33,68242,Urban_High_Income,4328.47,Med-Low,Silver
54,VIP_Champions,6671.85,66,7,101.08863636363635,44,53500,Urban_Mid_Income,6671.85,Med-High,Gold
55,New_Customers,4107.47,47,0,87.39297872340425,35,67917,Urban_Mid_Income,4107.47,Med-Low,Silver
56,New_Customers,4751.75,41,3,115.89634146341464,56,78998,Suburban,4751.75,Med-Low,Silver
57,VIP_Champions,7706.06,56,4,137.6082142857143,77,146984,Suburban,7706.06,Medium,Platinum
58,New_Customers,5442.87,67,3,81.2368656716418,18,30237,Rural,5442.87,Med-High,Silver
59,New_Customers,4699.08,46,20,102.15391304347824,31,47202,Suburban,4699.08,Med-Low,Silver
60,New_Customers,5623.26,53,13,106.09924528301887,23,43173,Suburban,5623.26,Medium,Silver
61,Potential_Loyalists,5109.73,48,4,106.45270833333332,56,110612,Suburban,5109.73,Med-Low,Silver
62,New_Customers,5098.21,44,11,115.8684090909091,30,91248,Suburban,5098.21,Med-Low,Silver
63,New_Customers,5322.24,47,1,113.2391489361702,31,53818,Suburban,5322.24,Med-Low,Silver
64,New_Customers,4586.7,43,3,106.66744186046512,38,66815,Rural,4586.7,Med-Low,Silver
65,New_Customers,3309.31,44,11,75.2115909090909,34,20000,Rural,3309.31,Med-Low,Bronze
66,New_Customers,4348.62,42,13,103.53857142857144,37,49602,Rural,4348.62,Med-Low,Silver
67,Potential_Loyalists,5838.53,51,8,114.48098039215684,48,94464,Suburban,5838.53,Medium,Gold
68,New_Customers,4027.89,39,24,103.27923076923078,43,65120,Suburban,4027.89,Med-Low,Silver
69,New_Customers,3780.54,43,62,87.91953488372093,26,55857,Suburban,3780.54,Med-Low,Bronze
70,New_Customers,5947.47,55,16,108.13581818181818,48,51169,Rural,5947.47,Medium,Gold
71,New_Customers,3315.93,37,29,89.61972972972973,33,34995,Urban_Mid_Income,3315.93,Low,Bronze
72,VIP_Champions,7606.85,67,2,113.53507462686568,24,71740,Urban_Mid_Income,7606.85,Med-High,Platinum
73,Potential_Loyalists,6389.27,50,16,127.7854,71,96434,Urban_Mid_Income,6389.27,Medium,Gold
74,Potential_Loyalists,5711.04,51,0,111.98117647058824,54,64509,Rural,5711.04,Medium,Gold
75,VIP_Champions,6878.62,57,22,120.67754385964912,70,134851,Suburban,6878.62,Medium,Gold
76,New_Customers,3990.05,38,4,105.0013157894737,31,73030,Urban_Mid_Income,3990.05,Low,Silver
77,New_Customers,4456.62,42,15,106.11,59,97936,Urban_Mid_Income,4456.62,Med-Low,Silver
78,New_Customers,4796.8,53,4,90.5056603773585,18,40622,Suburban,4796.8,Medium,Silver
79,New_Customers,5307.95,54,3,98.29537037037036,37,50311,Urban_Mid_Income,5307.95,Medium,Silver
80,New_Customers,5216.15,52,10,100.31057692307692,29,55184,Suburban,5216.15,Medium,Silver
81,Potential_Loyalists,5641.76,44,15,128.22181818181818,59,97071,Urban_Mid_Income,5641.76,Med-Low,Silver
82,Potential_Loyalists,5110.13,42,9,121.66976190476193,46,124596,Urban_High_Income,5110.13,Med-Low,Silver
83,New_Customers,4674.3,41,0,114.00731707317074,43,73910,Suburban,4674.3,Med-Low,Silver
84,VIP_Champions,6276.34,57,10,110.11122807017544,34,66498,Suburban,6276.34,Medium,Gold
85,Potential_Loyalists,5331.900000000001,44,27,121.17954545454546,46,72647,Suburban,5331.900000000001,Med-Low,Silver
86,New_Customers,4499.38,53,53,84.89396226415094,18,35672,Suburban,4499.38,Medium,Silver
87,New_Customers,5089.88,47,6,108.29531914893616,41,34941,Rural,5089.88,Med-Low,Silver
88,New_Customers,4800.72,39,25,123.09538461538462,54,99965,Suburban,4800.72,Med-Low,Silver
89,New_Customers,3457.83,45,18,76.84066666666666,33,35525,Suburban,3457.83,Med-Low,Bronze
90,New_Customers,4701.7,43,30,109.34186046511628,45,50040,Rural,4701.7,Med-Low,Silver
91,New_Customers,4688.4,50,13,93.768,31,40759,Suburban,4688.4,Medium,Silver
92,Potential_Loyalists,5733.67,50,9,114.6734,40,86376,Suburban,5733.67,Medium,Gold
93,New_Customers,4710.95,48,11,98.14479166666666,23,71170,Urban_Mid_Income,4710.95,Med-Low,Silver
94,VIP_Champions,7679.44,57,3,134.72701754385963,47,129176,Urban_High_Income,7679.44,Medium,Platinum
95,New_Customers,4836.64,54,1,89.56740740740742,32,51902,Suburban,4836.64,Medium,Silver
96,New_Customers,4989.65,45,3,110.8811111111111,53,73823,Rural,4989.65,Med-Low,Silver
97,New_Customers,3335.9,38,10,87.78684210526316,37,44167,Suburban,3335.9,Low,Bronze
98,New_Customers,3845.12,41,12,93.78341463414634,46,37577,Rural,3845.12,Med-Low,Bronze
99,New_Customers,3102.13,44,19,70.50295454545454,18,20000,Rural,3102.13,Med-Low,Bronze
100,Potential_Loyalists,5824.63,43,39,135.456511627907,66,104353,Suburban,5824.63,Med-Low,Gold
101,New_Customers,2674.15,33,34,81.03484848484848,37,24254,Rural,2674.15,Low,Bronze
102,Potential_Loyalists,6186.9400000000005,55,51,112.4898181818182,46,66141,Urban_Mid_Income,6186.9400000000005,Medium,Gold
103,New_Customers,5428.9,50,15,108.578,46,58033,Urban_Mid_Income,5428.9,Medium,Silver
104,New_Customers,3636.44,44,7,82.64636363636363,56,51612,Rural,3636.44,Med-Low,Bronze
105,Potential_Loyalists,5788.5,46,26,125.83695652173913,64,132304,Urban_High_Income,5788.5,Med-Low,Gold
106,New_Customers,4834.24,45,18,107.42755555555556,42,76099,Suburban,4834.24,Med-Low,Silver
107,New_Customers,5477.91,52,54,105.34442307692308,37,78866,Suburban,5477.91,Medium,Silver
108,Potential_Loyalists,5741.13,46,23,124.80717391304348,56,86552,Urban_Mid_Income,5741.13,Med-Low,Gold
109,New_Customers,3483.7,43,4,81.01627906976744,18,27333,Rural,3483.7,Med-Low,Bronze
110,New_Customers,4564.6,48,2,95.09583333333336,24,39294,Suburban,4564.6,Med-Low,Silver
111,VIP_Champions,8157.37,71,7,114.8925352112676,47,70561,Urban_High_Income,8157.37,Med-High,Platinum
112,Potential_Loyalists,5524.1,45,21,122.7577777777778,42,90912,Suburban,5524.1,Med-Low,Silver
113,New_Customers,3769.61,43,0,87.66534883720931,29,42220,Urban_Mid_Income,3769.61,Med-Low,Bronze
114,VIP_Champions,6244.48,55,17,113.536,53,79780,Suburban,6244.48,Medium,Gold
115,New_Customers,5204.36,51,7,102.04627450980392,31,62056,Suburban,5204.36,Medium,Silver
116,Potential_Loyalists,5217.51,49,29,106.47979591836736,54,87450,Urban_High_Income,5217.51,Med-Low,Silver
117,New_Customers,4888.76,46,15,106.27739130434784,53,57624,Rural,4888.76,Med-Low,Silver
118,VIP_Champions,7132.34,56,21,127.36321428571428,66,87932,Urban_Mid_Income,7132.34,Medium,Gold
119,Potential_Loyalists,6431.93,50,2,128.6386,55,110695,Urban_High_Income,6431.93,Medium,Gold
120,VIP_Champions,5943.27,58,12,102.4701724137931,64,63007,Urban_High_Income,5943.27,Medium,Gold
121,New_Customers,4208.14,52,12,80.92576923076923,32,36386,Urban_Mid_Income,4208.14,Medium,Silver
122,New_Customers,4261.96,48,10,88.79083333333334,18,32047,Urban_Mid_Income,4261.96,Med-Low,Silver
123,Potential_Loyalists,6030.39,45,59,134.00866666666667,77,153766,Urban_High_Income,6030.39,Med-Low,Gold
124,New_Customers,3459.53,48,0,72.07354166666667,19,22939,Suburban,3459.53,Med-Low,Bronze
125,New_Customers,4779.86,54,1,88.51592592592591,21,55759,Suburban,4779.86,Medium,Silver
126,Potential_Loyalists,5575.17,49,14,113.77897959183672,59,83833,Urban_Mid_Income,5575.17,Med-Low,Silver
127,New_Customers,5161.52,53,12,97.38716981132076,18,49796,Urban_Mid_Income,5161.52,Medium,Silver
128,New_Customers,5402.65,49,50,110.25816326530612,53,58512,Rural,5402.65,Med-Low,Silver
129,New_Customers,3424.81,38,50,90.12657894736842,49,57035,Urban_Mid_Income,3424.81,Low,Bronze
130,Potential_Loyalists,5444.21,47,26,115.83425531914894,55,73882,Suburban,5444.21,Med-Low,Silver
131,Potential_Loyalists,5435.59,48,16,113.24145833333334,51,67664,Suburban,5435.59,Med-Low,Silver
132,New_Customers,3803.04,45,11,84.512,51,52387,Suburban,3803.04,Med-Low,Bronze
133,New_Customers,4436.03,44,12,100.81886363636364,29,56455,Urban_High_Income,4436.03,Med-Low,Silver
134,New_Customers,5096.11,51,0,99.92372549019608,33,59592,Urban_Mid_Income,5096.11,Medium,Silver
135,New_Customers,5018.05,44,3,114.04659090909092,31,67726,Rural,5018.05,Med-Low,Silver
136,Potential_Loyalists,5757.85,48,43,119.95520833333336,48,105601,Urban_High_Income,5757.85,Med-Low,Gold
137,New_Customers,4452.63,53,13,84.01188679245283,34,26197,Rural,4452.63,Medium,Silver
138,Potential_Loyalists,5589.91,46,15,121.51978260869564,40,70689,Suburban,5589.91,Med-Low,Silver
139,New_Customers,5298.1900000000005,52,25,101.88826923076924,35,47395,Rural,5298.1900000000005,Medium,Silver
140,New_Customers,5250.42,57,31,92.11263157894736,55,80611,Suburban,5250.42,Medium,Silver
141,Potential_Loyalists,5711.09,51,18,111.9821568627451,50,86065,Suburban,5711.09,Medium,Gold
142,New_Customers,5500.97,53,0,103.79188679245284,18,59944,Suburban,5500.97,Medium,Silver
143,New_Customers,4828.83,44,5,109.74613636363635,18,62135,Urban_Mid_Income,4828.83,Med-Low,Silver
144,New_Customers,4198.08,40,30,104.952,47,63632,Urban_Mid_Income,4198.08,Med-Low,Silver
145,New_Customers,4144.3,52,5,79.69807692307693,34,46197,Rural,4144.3,Medium,Silver
146,New_Customers,5116.29,48,1,106.589375,43,63490,Suburban,5116.29,Med-Low,Silver
147,New_Customers,4244.6,47,7,90.31063829787234,43,36876,Rural,4244.6,Med-Low,Silver
148,VIP_Champions,6361.08,54,18,117.79777777777778,80,119680,Suburban,6361.08,Medium,Gold
149,Potential_Loyalists,6225.78,53,44,117.46754716981133,55,110854,Suburban,6225.78,Medium,Gold
150,Potential_Loyalists,6474.72,48,21,134.89,59,98522,Suburban,6474.72,Med-Low,Gold
151,New_Customers,3699.13,49,21,75.49244897959184,18,28516,Urban_Mid_Income,3699.13,Med-Low,Bronze
152,VIP_Champions,9134.23,73,11,125.12643835616436,78,117149,Suburban,9134.23,High,Platinum
153,Potential_Loyalists,5145.46,49,5,105.00938775510204,68,75669,Rural,5145.46,Med-Low,Silver
154,Potential_Loyalists,4815.07,43,4,111.97837209302324,70,118152,Urban_Mid_Income,4815.07,Med-Low,Silver
155,VIP_Champions,6160.88,65,7,94.78276923076923,37,65809,Urban_High_Income,6160.88,Med-High,Gold
156,Potential_Loyalists,6190.41,46,32,134.5741304347826,80,146803,Urban_High_Income,6190.41,Med-Low,Gold
157,New_Customers,4775.84,60,0,79.59733333333334,26,20895,Urban_Mid_Income,4775.84,Medium,Silver
158,New_Customers,3721.74,55,56,67.66799999999999,18,20000,Rural,3721.74,Medium,Bronze
159,New_Customers,4825.65,53,11,91.05,25,43871,Urban_Mid_Income,4825.65,Medium,Silver
160,New_Customers,4613.31,48,6,96.11062499999998,38,79174,Suburban,4613.31,Med-Low,Silver
161,New_Customers,4954.28,50,19,99.0856,43,41696,Urban_Mid_Income,4954.28,Medium,Silver
162,New_Customers,5596.21,54,1,103.63351851851851,30,62363,Urban_High_Income,5596.21,Medium,Silver
163,New_Customers,4539.91,55,7,82.54381818181818,28,23933,Urban_Mid_Income,4539.91,Medium,Silver
164,Potential_Loyalists,5299.39,46,36,115.2041304347826,75,92667,Urban_Mid_Income,5299.39,Med-Low,Silver
165,New_Customers,5147.08,55,7,93.58327272727271,62,47926,Suburban,5147.08,Medium,Silver
166,New_Customers,5380.18,54,11,99.63296296296296,36,68671,Suburban,5380.18,Medium,Silver
167,New_Customers,3592.26,47,7,76.43106382978723,20,20976,Rural,3592.26,Med-Low,Bronze
168,VIP_Champions,6557.01,59,27,111.13576271186442,38,56409,Rural,6557.01,Medium,Gold
169,New_Customers,5312.24,51,21,104.16156862745098,18,60186,Suburban,5312.24,Medium,Silver
170,New_Customers,4001.88,41,27,97.60682926829269,36,60361,Suburban,4001.88,Med-Low,Silver
171,New_Customers,4003.65,50,13,80.07300000000001,18,25790,Suburban,4003.65,Medium,Silver
172,New_Customers,5403.55,55,11,98.24636363636364,46,63175,Urban_High_Income,5403.55,Medium,Silver
173,New_Customers,5642.43,58,31,97.28327586206898,19,42885,Rural,5642.43,Medium,Silver
174,New_Customers,4338.98,46,18,94.32565217391304,53,58979,Suburban,4338.98,Med-Low,Silver
175,New_Customers,4794.51,54,2,88.78722222222223,36,46029,Rural,4794.51,Medium,Silver
176,New_Customers,5065.61,48,8,105.53354166666666,36,59323,Rural,5065.61,Med-Low,Silver
177,New_Customers,5074.64,44,1,115.33272727272728,30,85676,Suburban,5074.64,Med-Low,Silver
178,New_Customers,5462.25,54,36,101.15277777777776,42,51592,Rural,5462.25,Medium,Silver
179,New_Customers,4562.85,47,9,97.08191489361704,43,96589,Suburban,4562.85,Med-Low,Silver
180,Potential_Loyalists,5758.04,43,20,133.9079069767442,72,109832,Urban_Mid_Income,5758.04,Med-Low,Gold
181,New_Customers,4621.26,46,7,100.46217391304349,35,60121,Urban_High_Income,4621.26,Med-Low,Silver
182,Potential_Loyalists,5825.51,50,8,116.5102,40,101185,Urban_Mid_Income,5825.51,Medium,Gold
183,New_Customers,3136.43,40,5,78.41075,47,35050,Suburban,3136.43,Med-Low,Bronze
184,New_Customers,4726.98,46,0,102.76043478260868,44,63656,Urban_Mid_Income,4726.98,Med-Low,Silver
185,VIP_Champions,6452.11,56,1,115.21625,45,82730,Suburban,6452.11,Medium,Gold
186,New_Customers,4186.66,39,9,107.3502564102564,49,83006,Suburban,4186.66,Med-Low,Silver
187,New_Customers,5171.12,48,22,107.73166666666668,23,46968,Urban_Mid_Income,5171.12,Med-Low,Silver
188,Potential_Loyalists,6809.66,53,26,128.48415094339623,59,78829,Suburban,6809.66,Medium,Gold
189,Potential_Loyalists,5568.19,54,23,103.11462962962962,66,80586,Urban_Mid_Income,5568.19,Medium,Silver
190,New_Customers,3673.89,43,24,85.4393023255814,49,81933,Urban_Mid_Income,3673.89,Med-Low,Bronze
191,New_Customers,5401.06,52,6,103.86653846153848,37,62299,Urban_High_Income,5401.06,Medium,Silver
192,New_Customers,3122.66,39,5,80.06820512820512,22,28652,Rural,3122.66,Med-Low,Bronze
193,Potential_Loyalists,5369.58,44,16,122.03590909090909,61,70882,Rural,5369.58,Med-Low,Silver
194,New_Customers,5033.15,50,32,100.663,46,59218,Rural,5033.15,Medium,Silver
195,VIP_Champions,6606.01,63,3,104.8573015873016,54,58627,Rural,6606.01,Med-High,Gold
196,New_Customers,4515.9,43,1,105.02093023255811,39,64557,Suburban,4515.9,Med-Low,Silver
197,VIP_Champions,6427.57,65,17,98.88569230769232,42,71845,Suburban,6427.57,Med-High,Gold
198,New_Customers,4310.97,42,1,102.64214285714286,22,73319,Suburban,4310.97,Med-Low,Silver
199,New_Customers,3203.25,40,0,80.08125,18,43578,Rural,3203.25,Med-Low,Bronze
200,Potential_Loyalists,5662.53,50,27,113.2506,63,92018,Urban_Mid_Income,5662.53,Medium,Gold
201,New_Customers,4830.9400000000005,42,11,115.02238095238096,57,85449,Suburban,4830.9400000000005,Med-Low,Silver
202,New_Customers,4584.39,46,36,99.66065217391304,51,52827,Rural,4584.39,Med-Low,Silver
203,New_Customers,4031.77,55,7,73.30490909090909,34,20000,Rural,4031.77,Medium,Silver
204,New_Customers,5327.92,60,12,88.79866666666666,29,48287,Urban_Mid_Income,5327.92,Medium,Silver
205,New_Customers,6016.61,59,1,101.9764406779661,35,58164,Suburban,6016.61,Medium,Gold
206,Potential_Loyalists,5672.82,47,5,120.69829787234042,52,74574,Rural,5672.82,Med-Low,Gold
207,New_Customers,4730.22,44,6,107.505,27,56799,Urban_High_Income,4730.22,Med-Low,Silver
208,Potential_Loyalists,6179.23,52,17,118.83134615384614,46,70251,Urban_Mid_Income,6179.23,Medium,Gold
209,New_Customers,4834.92,49,36,98.67183673469388,25,57474,Suburban,4834.92,Med-Low,Silver
210,New_Customers,5935.82,55,5,107.924,34,72976,Suburban,5935.82,Medium,Gold
211,New_Customers,4615.41,46,23,100.335,34,46478,Urban_Mid_Income,4615.41,Med-Low,Silver
212,New_Customers,4386.76,41,37,106.99414634146342,49,67713,Rural,4386.76,Med-Low,Silver
213,VIP_Champions,5863.06,61,62,96.11573770491805,63,57397,Rural,5863.06,Med-High,Gold
214,Potential_Loyalists,5206.35,44,7,118.32613636363637,75,66036,Rural,5206.35,Med-Low,Silver
215,Potential_Loyalists,6559.4800000000005,50,15,131.1896,29,58642,Suburban,6559.4800000000005,Medium,Gold
216,New_Customers,5032.45,44,22,114.37386363636364,32,54412,Urban_Mid_Income,5032.45,Med-Low,Silver
217,New_Customers,4980.43,50,5,99.6086,51,79224,Rural,4980.43,Medium,Silver
218,New_Customers,3486.65,38,3,91.75394736842104,55,63801,Urban_Mid_Income,3486.65,Low,Bronze
219,New_Customers,4277.94,42,6,101.85571428571428,42,60084,Rural,4277.94,Med-Low,Silver
220,VIP_Champions,7496.68,62,3,120.9141935483871,52,106621,Urban_Mid_Income,7496.68,Med-High,Platinum
221,Potential_Loyalists,6111.66,50,38,122.2332,36,73832,Suburban,6111.66,Medium,Gold
222,VIP_Champions,6128.91,57,20,107.52473684210526,46,59756,Urban_Mid_Income,6128.91,Medium,Gold
223,VIP_Champions,6498.54,61,0,106.53344262295082,39,46955,Rural,6498.54,Med-High,Gold
224,New_Customers,4846.65,50,7,96.933,29,47817,Rural,4846.65,Medium,Silver
225,Potential_Loyalists,5690.05,50,24,113.801,42,72862,Suburban,5690.05,Medium,Gold
226,Potential_Loyalists,5577.01,51,28,109.35313725490197,38,81938,Urban_High_Income,5577.01,Medium,Silver
227,New_Customers,4879.9,52,25,93.84423076923076,40,74107,Suburban,4879.9,Medium,Silver
228,New_Customers,5608.38,51,9,109.96823529411763,33,46434,Rural,5608.38,Medium,Silver
229,New_Customers,4585.13,45,0,101.89177777777778,36,61792,Urban_Mid_Income,4585.13,Med-Low,Silver
230,Potential_Loyalists,4540.41,45,7,100.898,72,109491,Urban_High_Income,4540.41,Med-Low,Silver
231,Potential_Loyalists,6374.6900000000005,51,21,124.99392156862746,65,114095,Urban_High_Income,6374.6900000000005,Medium,Gold
232,New_Customers,4133.71,37,26,111.72189189189189,52,75299,Urban_Mid_Income,4133.71,Low,Silver
233,Potential_Loyalists,6253.92,54,20,115.81333333333332,51,91893,Urban_Mid_Income,6253.92,Medium,Gold
234,New_Customers,4033.87,44,17,91.67886363636364,34,37132,Rural,4033.87,Med-Low,Silver
235,New_Customers,5471.4,57,1,95.98947368421052,51,73991,Urban_Mid_Income,5471.4,Medium,Silver
236,New_Customers,4412.65,43,24,102.61976744186046,55,76306,Urban_Mid_Income,4412.65,Med-Low,Silver
237,VIP_Champions,6365.67,53,29,120.10698113207548,23,86636,Urban_High_Income,6365.67,Medium,Gold
238,New_Customers,4674.01,52,20,89.8848076923077,35,54587,Suburban,4674.01,Medium,Silver
239,New_Customers,4397.68,47,7,93.5676595744681,48,60009,Rural,4397.68,Med-Low,Silver
240,VIP_Champions,7676.38,62,0,123.81258064516128,66,84869,Rural,7676.38,Med-High,Platinum
241,New_Customers,4568.07,46,24,99.30586956521738,30,52440,Urban_Mid_Income,4568.07,Med-Low,Silver
242,New_Customers,4370.22,45,26,97.116,46,75400,Suburban,4370.22,Med-Low,Silver
243,VIP_Champions,6061.01,57,0,106.33350877192984,46,75411,Suburban,6061.01,Medium,Gold
244,New_Customers,4739.63,46,42,103.0354347826087,47,86118,Suburban,4739.63,Med-Low,Silver
245,New_Customers,5515.18,53,51,104.06,37,65836,Suburban,5515.18,Medium,Silver
246,New_Customers,4908.47,45,8,109.07711111111112,38,67306,Suburban,4908.47,Med-Low,Silver
247,VIP_Champions,7132.6,59,2,120.89152542372882,34,81672,Suburban,7132.6,Medium,Gold
248,New_Customers,4176.33,43,10,97.1239534883721,56,99819,Suburban,4176.33,Med-Low,Silver
249,VIP_Champions,7540.98,58,15,130.01689655172413,62,131403,Urban_High_Income,7540.98,Medium,Platinum
250,Potential_Loyalists,5451.92,42,23,129.80761904761906,69,128168,Urban_High_Income,5451.92,Med-Low,Silver
251,Potential_Loyalists,6267.68,46,11,136.25391304347826,49,103668,Suburban,6267.68,Med-Low,Gold
252,New_Customers,4276.91,50,42,85.5382,61,65379,Rural,4276.91,Medium,Silver
253,New_Customers,4724.51,41,21,115.2319512195122,38,52434,Urban_High_Income,4724.51,Med-Low,Silver
254,New_Customers,4676.58,52,29,89.93423076923077,26,39145,Urban_Mid_Income,4676.58,Medium,Silver
255,VIP_Champions,7916.56,64,4,123.69625,22,80231,Urban_High_Income,7916.56,Med-High,Platinum
256,VIP_Champions,6423.04,60,1,107.05066666666669,51,63433,Suburban,6423.04,Medium,Gold
257,New_Customers,4000.31,36,1,111.11972222222222,58,81075,Urban_Mid_Income,4000.31,Low,Silver
258,New_Customers,3605.71,50,9,72.1142,23,22377,Suburban,3605.71,Medium,Bronze
259,Potential_Loyalists,5068.3,36,18,140.78611111111113,80,123819,Suburban,5068.3,Low,Silver
260,New_Customers,4675.66,44,10,106.265,61,102412,Suburban,4675.66,Med-Low,Silver
261,New_Customers,3734.08,51,27,73.21725490196079,22,20000,Urban_Mid_Income,3734.08,Medium,Bronze
262,New_Customers,5004.35,54,0,92.67314814814816,48,65688,Suburban,5004.35,Medium,Silver
263,New_Customers,3600.7200000000003,44,12,81.83454545454546,45,33107,Suburban,3600.7200000000003,Med-Low,Bronze
264,Potential_Loyalists,5433.36,50,3,108.6672,39,79843,Urban_Mid_Income,5433.36,Medium,Silver
265,New_Customers,4960.19,51,27,97.25862745098038,36,44122,Suburban,4960.19,Medium,Silver
266,New_Customers,4456.37,51,2,87.37980392156862,42,46277,Rural,4456.37,Medium,Silver
267,New_Customers,4867.09,57,4,85.38754385964913,18,25260,Rural,4867.09,Medium,Silver
